IncidentNumber,Dowgate,Euston,Holloway,Islington,Kentish Town,Paddington,Soho,West Hampstead
071649-04062017,0.18,0.20,0.15,0.16,0.19,0.26,0.22,0.24
071690-04062017,0.10,0.06,0.03,0.06,0.05,0.12,0.08,0.10
071691-04062017,0.10,0.11,0.06,0.07,0.10,0.17,0.12,0.15
071695-04062017,0.17,0.12,0.10,0.13,0.08,0.12,0.13,0.10
071729-05062017,0.04,0.02,0.06,0.06,0.05,0.06,0.00,0.10
071750-05062017,0.04,0.03,0.07,0.06,0.07,0.08,0.02,0.12
071753-05062017,0.11,0.13,0.08,0.09,0.12,0.19,0.15,0.17
071776-05062017,0.21,0.23,0.18,0.19,0.22,0.29,0.25,0.27
071780-05062017,0.08,0.06,0.11,0.10,0.07,0.05,0.04,0.09
071783-05062017,0.06,0.02,0.06,0.06,0.04,0.04,0.02,0.09
071785-05062017,0.04,0.01,0.05,0.04,0.05,0.06,0.02,0.10
071808-05062017,0.05,0.03,0.07,0.07,0.05,0.06,0.01,0.10
071809-05062017,0.03,0.03,0.04,0.01,0.06,0.09,0.04,0.11
071813-05062017,0.09,0.03,0.03,0.04,0.01,0.07,0.04,0.06
071827-05062017,0.09,0.04,0.05,0.05,0.01,0.06,0.05,0.05
071831-05062017,0.09,0.05,0.10,0.09,0.06,0.02,0.05,0.06
071838-05062017,0.20,0.14,0.12,0.16,0.10,0.10,0.16,0.08
071844-05062017,0.06,0.02,0.07,0.06,0.04,0.04,0.02,0.09
071848-05062017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
071853-05062017,0.17,0.17,0.12,0.13,0.15,0.23,0.18,0.20
071861-05062017,0.03,0.03,0.06,0.05,0.06,0.07,0.01,0.11
071878-05062017,0.18,0.13,0.11,0.14,0.09,0.13,0.14,0.11
071890-05062017,0.04,0.02,0.04,0.03,0.05,0.07,0.03,0.10
071895-05062017,0.11,0.14,0.09,0.09,0.12,0.20,0.15,0.17
071918-05062017,0.20,0.14,0.12,0.15,0.10,0.09,0.15,0.05
071919-05062017,0.06,0.01,0.06,0.05,0.03,0.05,0.02,0.08
071924-05062017,0.09,0.04,0.09,0.08,0.05,0.02,0.04,0.06
071934-05062017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
071940-05062017,0.17,0.20,0.15,0.16,0.18,0.26,0.21,0.24
071948-05062017,0.18,0.13,0.11,0.14,0.09,0.08,0.14,0.05
071952-05062017,0.17,0.20,0.15,0.16,0.18,0.26,0.21,0.24
071954-05062017,0.09,0.05,0.10,0.09,0.07,0.01,0.05,0.05
071971-05062017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
071976-05062017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.08
071995-05062017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.08
072008-05062017,0.07,0.03,0.08,0.07,0.05,0.04,0.03,0.08
072011-05062017,0.10,0.04,0.06,0.06,0.03,0.05,0.06,0.04
072014-05062017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.08
072019-05062017,0.00,0.05,0.07,0.04,0.09,0.10,0.04,0.14
072025-05062017,0.18,0.13,0.11,0.14,0.09,0.08,0.14,0.05
072061-05062017,0.00,0.05,0.07,0.04,0.09,0.10,0.04,0.14
072065-05062017,0.05,0.03,0.08,0.07,0.05,0.05,0.02,0.09
072071-05062017,0.08,0.04,0.09,0.08,0.05,0.02,0.04,0.06
072083-05062017,0.05,0.01,0.05,0.04,0.04,0.06,0.01,0.09
072090-05062017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
072112-06062017,0.17,0.17,0.12,0.13,0.15,0.23,0.18,0.20
072153-06062017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
072175-06062017,0.01,0.05,0.07,0.04,0.09,0.10,0.04,0.14
072181-06062017,0.13,0.15,0.10,0.11,0.14,0.21,0.17,0.19
072197-06062017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.08
072211-06062017,0.05,0.02,0.03,0.02,0.04,0.08,0.03,0.09
072243-06062017,0.17,0.11,0.09,0.13,0.08,0.07,0.13,0.03
072247-06062017,0.17,0.20,0.15,0.16,0.18,0.26,0.21,0.24
072255-06062017,0.02,0.03,0.05,0.02,0.07,0.09,0.04,0.12
072256-06062017,0.06,0.03,0.08,0.07,0.05,0.05,0.02,0.09
072257-06062017,0.07,0.03,0.07,0.07,0.04,0.03,0.03,0.07
072270-06062017,0.06,0.01,0.06,0.05,0.03,0.05,0.02,0.08
072278-06062017,0.02,0.03,0.05,0.03,0.07,0.08,0.02,0.12
072291-06062017,0.05,0.03,0.08,0.07,0.05,0.06,0.01,0.10
072297-06062017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
072303-06062017,0.05,0.02,0.03,0.02,0.05,0.08,0.03,0.10
072309-06062017,0.02,0.05,0.07,0.04,0.09,0.10,0.05,0.14
072321-06062017,0.05,0.03,0.08,0.07,0.07,0.08,0.02,0.12
072324-06062017,0.03,0.03,0.05,0.03,0.07,0.08,0.03,0.12
072328-06062017,0.06,0.03,0.08,0.07,0.05,0.04,0.02,0.09
072330-06062017,0.07,0.10,0.05,0.06,0.08,0.16,0.11,0.14
072403-06062017,0.04,0.02,0.07,0.06,0.05,0.06,0.01,0.10
072412-06062017,0.04,0.02,0.07,0.06,0.05,0.06,0.01,0.10
072413-06062017,0.06,0.04,0.09,0.08,0.06,0.07,0.03,0.11
072418-06062017,0.05,0.01,0.06,0.05,0.05,0.05,0.01,0.10
072436-06062017,0.11,0.12,0.07,0.07,0.10,0.18,0.13,0.15
072463-06062017,0.01,0.05,0.06,0.03,0.08,0.09,0.04,0.13
072477-06062017,0.09,0.03,0.04,0.05,0.00,0.07,0.05,0.05
072481-06062017,0.10,0.04,0.04,0.06,0.01,0.06,0.06,0.05
072499-06062017,0.08,0.02,0.03,0.03,0.02,0.08,0.03,0.07
072531-06062017,0.22,0.16,0.14,0.18,0.12,0.12,0.18,0.07
072582-06062017,0.11,0.07,0.03,0.06,0.06,0.13,0.09,0.11
072589-06062017,0.17,0.19,0.14,0.15,0.18,0.25,0.20,0.23
072595-07062017,0.17,0.11,0.09,0.12,0.09,0.17,0.12,0.14
072616-07062017,0.20,0.23,0.18,0.18,0.21,0.29,0.24,0.26
072641-07062017,0.18,0.12,0.10,0.14,0.08,0.08,0.14,0.03
072656-07062017,0.06,0.01,0.06,0.05,0.03,0.05,0.02,0.08
072660-07062017,0.21,0.23,0.18,0.19,0.22,0.29,0.25,0.27
072661-07062017,0.06,0.03,0.08,0.08,0.06,0.07,0.02,0.11
072669-07062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
072676-07062017,0.11,0.14,0.09,0.10,0.12,0.20,0.15,0.17
072679-07062017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
072686-07062017,0.05,0.03,0.08,0.07,0.05,0.06,0.01,0.10
072693-07062017,0.06,0.02,0.03,0.03,0.04,0.08,0.03,0.09
072698-07062017,0.19,0.13,0.11,0.15,0.10,0.10,0.15,0.08
072709-07062017,0.09,0.03,0.05,0.05,0.02,0.06,0.05,0.06
072710-07062017,0.02,0.05,0.07,0.03,0.09,0.10,0.06,0.14
072713-07062017,0.12,0.12,0.07,0.08,0.10,0.18,0.13,0.16
072755-07062017,0.04,0.02,0.06,0.05,0.05,0.06,0.00,0.10
072763-07062017,0.06,0.01,0.06,0.05,0.04,0.05,0.02,0.09
072764-07062017,0.02,0.04,0.06,0.03,0.08,0.09,0.04,0.13
072778-07062017,0.10,0.13,0.08,0.09,0.11,0.19,0.14,0.17
072779-07062017,0.07,0.02,0.07,0.06,0.04,0.04,0.03,0.07
072790-07062017,0.11,0.05,0.06,0.07,0.02,0.05,0.07,0.04
072797-07062017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
072802-07062017,0.12,0.06,0.04,0.08,0.03,0.08,0.08,0.06
072806-07062017,0.06,0.04,0.09,0.08,0.06,0.06,0.02,0.11
072820-07062017,0.01,0.04,0.06,0.03,0.08,0.09,0.04,0.13
072835-07062017,0.07,0.03,0.08,0.08,0.05,0.03,0.03,0.07
072841-07062017,0.04,0.07,0.05,0.03,0.06,0.13,0.08,0.11
072845-07062017,0.05,0.01,0.06,0.05,0.05,0.06,0.00,0.10
072864-07062017,0.04,0.02,0.06,0.05,0.05,0.06,0.00,0.10
072868-07062017,0.13,0.07,0.12,0.11,0.09,0.02,0.08,0.03
072877-07062017,0.22,0.17,0.15,0.18,0.13,0.14,0.18,0.12
072908-07062017,0.12,0.14,0.09,0.10,0.13,0.20,0.15,0.18
072921-07062017,0.10,0.04,0.04,0.06,0.01,0.06,0.06,0.05
072927-07062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
072930-07062017,0.02,0.06,0.08,0.05,0.10,0.11,0.05,0.15
072934-07062017,0.13,0.16,0.11,0.12,0.14,0.22,0.17,0.19
072960-07062017,0.01,0.05,0.07,0.04,0.09,0.10,0.05,0.14
072980-07062017,0.08,0.06,0.11,0.10,0.07,0.04,0.04,0.08
072998-07062017,0.09,0.11,0.06,0.07,0.09,0.17,0.12,0.15
073019-07062017,0.09,0.05,0.01,0.05,0.03,0.11,0.06,0.09
073021-07062017,0.12,0.07,0.10,0.09,0.07,0.02,0.08,0.02
073030-07062017,0.06,0.01,0.06,0.05,0.03,0.05,0.02,0.08
073032-07062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073036-07062017,0.06,0.04,0.08,0.08,0.05,0.05,0.02,0.09
073060-08062017,0.06,0.00,0.05,0.04,0.04,0.06,0.02,0.09
073067-08062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073090-08062017,0.10,0.09,0.04,0.06,0.07,0.15,0.10,0.12
073098-08062017,0.00,0.06,0.08,0.04,0.09,0.10,0.04,0.14
073106-08062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073110-08062017,0.10,0.09,0.04,0.06,0.07,0.15,0.10,0.13
073113-08062017,0.06,0.04,0.09,0.08,0.05,0.04,0.03,0.08
073122-08062017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
073125-08062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073142-08062017,0.13,0.07,0.10,0.09,0.07,0.03,0.09,0.02
073148-08062017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
073151-08062017,0.07,0.03,0.07,0.07,0.04,0.03,0.03,0.07
073159-08062017,0.05,0.01,0.04,0.03,0.04,0.07,0.03,0.09
073164-08062017,0.05,0.03,0.08,0.07,0.06,0.07,0.01,0.11
073165-08062017,0.09,0.04,0.09,0.08,0.05,0.02,0.05,0.06
073171-08062017,0.05,0.01,0.03,0.03,0.04,0.07,0.03,0.09
073177-08062017,0.06,0.02,0.07,0.06,0.04,0.05,0.01,0.09
073178-08062017,0.22,0.16,0.14,0.18,0.12,0.12,0.18,0.07
073179-08062017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
073191-08062017,0.10,0.13,0.08,0.09,0.11,0.19,0.14,0.17
073192-08062017,0.08,0.06,0.11,0.10,0.07,0.06,0.04,0.11
073195-08062017,0.01,0.05,0.07,0.04,0.09,0.10,0.04,0.14
073197-08062017,0.05,0.02,0.07,0.07,0.05,0.06,0.01,0.10
073199-08062017,0.05,0.01,0.05,0.04,0.04,0.06,0.01,0.09
073200-08062017,0.16,0.10,0.08,0.12,0.07,0.06,0.12,0.02
073202-08062017,0.09,0.05,0.01,0.05,0.04,0.11,0.07,0.09
073204-08062017,0.20,0.14,0.12,0.16,0.10,0.10,0.16,0.05
073222-08062017,0.08,0.02,0.04,0.04,0.01,0.07,0.04,0.06
073223-08062017,0.03,0.03,0.05,0.03,0.06,0.07,0.02,0.11
073234-08062017,0.06,0.03,0.07,0.07,0.04,0.04,0.02,0.08
073243-08062017,0.19,0.21,0.16,0.17,0.20,0.27,0.22,0.25
073246-08062017,0.05,0.03,0.08,0.07,0.05,0.06,0.02,0.10
073250-08062017,0.23,0.18,0.16,0.19,0.14,0.13,0.19,0.09
073279-08062017,0.05,0.01,0.05,0.04,0.04,0.06,0.01,0.09
073286-08062017,0.14,0.13,0.08,0.10,0.12,0.19,0.15,0.17
073291-08062017,0.15,0.17,0.13,0.13,0.16,0.24,0.19,0.21
073300-08062017,0.05,0.03,0.08,0.07,0.06,0.07,0.02,0.11
073304-08062017,0.02,0.04,0.06,0.03,0.08,0.09,0.03,0.13
073316-08062017,0.23,0.18,0.16,0.19,0.14,0.13,0.19,0.10
073322-08062017,0.05,0.01,0.04,0.03,0.05,0.07,0.03,0.10
073328-08062017,0.07,0.05,0.09,0.09,0.06,0.06,0.03,0.11
073333-08062017,0.02,0.05,0.07,0.04,0.09,0.10,0.05,0.14
073335-08062017,0.05,0.03,0.08,0.07,0.07,0.08,0.02,0.12
073337-08062017,0.24,0.18,0.16,0.19,0.14,0.13,0.19,0.09
073354-08062017,0.06,0.03,0.07,0.07,0.04,0.04,0.02,0.08
073362-08062017,0.19,0.13,0.11,0.14,0.09,0.08,0.14,0.04
073400-08062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073419-08062017,0.06,0.04,0.09,0.08,0.06,0.04,0.03,0.08
073425-08062017,0.07,0.02,0.07,0.07,0.04,0.04,0.03,0.08
073438-08062017,0.07,0.03,0.08,0.07,0.04,0.03,0.03,0.07
073450-08062017,0.11,0.05,0.05,0.07,0.02,0.05,0.07,0.04
073454-08062017,0.18,0.12,0.10,0.13,0.08,0.09,0.13,0.07
073483-09062017,0.08,0.02,0.04,0.04,0.01,0.07,0.04,0.06
073492-09062017,0.02,0.04,0.06,0.02,0.07,0.08,0.04,0.12
073524-09062017,0.02,0.03,0.05,0.03,0.07,0.08,0.02,0.12
073530-09062017,0.02,0.04,0.06,0.02,0.07,0.08,0.04,0.12
073534-09062017,0.06,0.04,0.09,0.08,0.05,0.05,0.03,0.09
073543-09062017,0.19,0.14,0.12,0.15,0.10,0.09,0.15,0.05
073544-09062017,0.05,0.03,0.07,0.07,0.04,0.05,0.01,0.09
073550-09062017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
073558-09062017,0.08,0.02,0.05,0.04,0.02,0.06,0.04,0.06
073565-09062017,0.22,0.16,0.14,0.18,0.13,0.12,0.18,0.08
073598-09062017,0.18,0.13,0.11,0.14,0.09,0.08,0.14,0.04
073602-09062017,0.09,0.12,0.07,0.07,0.10,0.18,0.13,0.15
073625-09062017,0.10,0.13,0.08,0.09,0.11,0.19,0.14,0.17
073639-09062017,0.00,0.06,0.08,0.04,0.09,0.10,0.04,0.14
073649-09062017,0.12,0.06,0.06,0.08,0.02,0.05,0.08,0.03
073668-09062017,0.07,0.02,0.06,0.06,0.03,0.04,0.03,0.08
073697-09062017,0.03,0.02,0.06,0.05,0.06,0.07,0.01,0.11
073700-09062017,0.06,0.03,0.08,0.07,0.07,0.08,0.02,0.12
073720-09062017,0.22,0.16,0.14,0.18,0.12,0.11,0.18,0.07
073721-09062017,0.07,0.02,0.07,0.06,0.04,0.04,0.03,0.07
073722-09062017,0.02,0.04,0.06,0.03,0.08,0.08,0.03,0.13
073736-09062017,0.15,0.12,0.07,0.11,0.10,0.18,0.13,0.16
073738-09062017,0.04,0.01,0.06,0.05,0.05,0.06,0.01,0.10
073754-09062017,0.07,0.03,0.08,0.07,0.05,0.03,0.03,0.08
073810-09062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073818-09062017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
073823-09062017,0.09,0.07,0.12,0.11,0.08,0.03,0.05,0.07
073838-09062017,0.06,0.01,0.06,0.05,0.03,0.05,0.02,0.08
073839-09062017,0.26,0.20,0.18,0.22,0.17,0.16,0.22,0.12
073853-09062017,0.04,0.02,0.07,0.06,0.06,0.07,0.01,0.11
073903-09062017,0.07,0.06,0.01,0.03,0.05,0.12,0.08,0.10
073915-09062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073926-10062017,0.06,0.04,0.09,0.08,0.05,0.04,0.03,0.08
073943-10062017,0.10,0.07,0.02,0.05,0.06,0.13,0.08,0.11
073966-10062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
073976-10062017,0.07,0.05,0.09,0.09,0.06,0.05,0.03,0.09
073984-10062017,0.05,0.04,0.03,0.01,0.05,0.10,0.06,0.10
073993-10062017,0.05,0.01,0.04,0.04,0.04,0.07,0.02,0.09
074001-10062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
074006-10062017,0.05,0.01,0.06,0.05,0.05,0.05,0.01,0.10
074011-10062017,0.10,0.13,0.08,0.09,0.11,0.19,0.14,0.17
074025-10062017,0.07,0.02,0.07,0.06,0.04,0.04,0.03,0.07
074040-10062017,0.01,0.05,0.07,0.04,0.09,0.10,0.04,0.14
074042-10062017,0.19,0.13,0.12,0.15,0.10,0.09,0.15,0.05
074047-10062017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
074055-10062017,0.08,0.02,0.03,0.04,0.01,0.08,0.04,0.06
074062-10062017,0.07,0.04,0.09,0.08,0.05,0.03,0.03,0.07
074063-10062017,0.05,0.01,0.06,0.05,0.05,0.06,0.01,0.10
074076-10062017,0.10,0.12,0.07,0.08,0.11,0.18,0.14,0.16
074089-10062017,0.10,0.09,0.04,0.05,0.08,0.15,0.10,0.13
074100-10062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
074128-10062017,0.13,0.15,0.10,0.11,0.14,0.21,0.16,0.19
074138-10062017,0.26,0.20,0.18,0.21,0.16,0.15,0.21,0.11
074144-10062017,0.11,0.05,0.05,0.06,0.02,0.06,0.06,0.04
074148-10062017,0.15,0.12,0.07,0.11,0.10,0.18,0.13,0.16
074216-10062017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
074226-10062017,0.19,0.13,0.11,0.14,0.09,0.08,0.14,0.04
074230-10062017,0.03,0.02,0.04,0.02,0.06,0.08,0.03,0.11
074277-10062017,0.09,0.12,0.07,0.08,0.10,0.18,0.13,0.16
074294-10062017,0.02,0.05,0.07,0.03,0.09,0.10,0.06,0.14
074298-10062017,0.14,0.08,0.06,0.09,0.04,0.11,0.09,0.09
074303-10062017,0.03,0.03,0.04,0.01,0.06,0.09,0.04,0.11
074304-10062017,0.05,0.02,0.07,0.06,0.05,0.05,0.01,0.10
074306-10062017,0.12,0.06,0.07,0.08,0.03,0.04,0.08,0.03
074308-10062017,0.16,0.19,0.14,0.14,0.17,0.25,0.20,0.22
074314-10062017,0.08,0.03,0.02,0.04,0.02,0.09,0.04,0.07
074317-10062017,0.06,0.01,0.06,0.05,0.03,0.05,0.02,0.08
074354-10062017,0.09,0.04,0.09,0.08,0.06,0.02,0.05,0.06
074376-10062017,0.13,0.07,0.07,0.09,0.04,0.04,0.09,0.02
074385-10062017,0.16,0.10,0.08,0.12,0.07,0.11,0.12,0.09
074403-10062017,0.13,0.07,0.08,0.09,0.05,0.03,0.09,0.01
074405-10062017,0.06,0.02,0.07,0.06,0.04,0.05,0.01,0.09
074408-10062017,0.15,0.09,0.10,0.10,0.07,0.04,0.10,0.01
074411-10062017,0.02,0.06,0.08,0.04,0.10,0.10,0.06,0.15
074413-10062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
074449-10062017,0.16,0.11,0.09,0.12,0.07,0.14,0.12,0.12
074482-11062017,0.02,0.04,0.06,0.03,0.07,0.08,0.02,0.12
074494-11062017,0.17,0.11,0.09,0.13,0.08,0.15,0.13,0.13
074518-11062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
074533-11062017,0.05,0.03,0.07,0.07,0.06,0.07,0.01,0.11
074534-11062017,0.20,0.14,0.12,0.15,0.10,0.10,0.15,0.08
074546-11062017,0.09,0.10,0.06,0.06,0.09,0.16,0.12,0.14
074557-11062017,0.17,0.17,0.12,0.13,0.15,0.23,0.18,0.20
074562-11062017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
074564-11062017,0.19,0.13,0.11,0.15,0.10,0.09,0.15,0.04
074576-11062017,0.08,0.02,0.03,0.04,0.01,0.07,0.04,0.06
074581-11062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
074596-11062017,0.11,0.13,0.08,0.09,0.12,0.19,0.14,0.17
074598-11062017,0.19,0.13,0.11,0.14,0.09,0.16,0.14,0.14
074615-11062017,0.06,0.02,0.07,0.06,0.03,0.04,0.02,0.08
074623-11062017,0.17,0.12,0.10,0.13,0.08,0.12,0.13,0.10
074635-11062017,0.02,0.04,0.06,0.03,0.07,0.08,0.02,0.12
074644-11062017,0.01,0.06,0.08,0.04,0.09,0.10,0.05,0.14
074646-11062017,0.27,0.21,0.19,0.22,0.17,0.16,0.22,0.12
074648-11062017,0.09,0.04,0.04,0.05,0.01,0.06,0.05,0.05
074655-11062017,0.09,0.04,0.09,0.08,0.06,0.02,0.05,0.06
074661-11062017,0.05,0.02,0.03,0.03,0.05,0.08,0.03,0.10
074672-11062017,0.11,0.06,0.03,0.06,0.04,0.12,0.07,0.10
074679-11062017,0.21,0.15,0.13,0.16,0.11,0.10,0.16,0.06
074685-11062017,0.07,0.05,0.00,0.03,0.04,0.11,0.07,0.09
074691-11062017,0.08,0.05,0.00,0.03,0.04,0.11,0.07,0.09
074692-11062017,0.14,0.09,0.10,0.10,0.06,0.04,0.10,0.01
074699-11062017,0.04,0.02,0.05,0.04,0.06,0.06,0.02,0.11
074737-11062017,0.05,0.03,0.08,0.07,0.05,0.06,0.02,0.10
074745-11062017,0.04,0.02,0.03,0.02,0.05,0.08,0.03,0.10
074757-11062017,0.19,0.13,0.11,0.14,0.09,0.10,0.14,0.08
074778-11062017,0.13,0.15,0.10,0.11,0.14,0.21,0.17,0.19
074791-11062017,0.30,0.24,0.22,0.26,0.20,0.20,0.26,0.15
074818-11062017,0.22,0.16,0.14,0.17,0.12,0.11,0.17,0.07
074850-11062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
074852-11062017,0.07,0.09,0.04,0.05,0.08,0.15,0.11,0.13
074853-11062017,0.11,0.06,0.11,0.10,0.08,0.00,0.06,0.04
074858-11062017,0.06,0.04,0.09,0.08,0.05,0.04,0.03,0.08
074859-11062017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
074867-11062017,0.19,0.13,0.12,0.15,0.10,0.10,0.15,0.08
074874-11062017,0.29,0.23,0.21,0.25,0.20,0.19,0.25,0.14
074890-11062017,0.04,0.02,0.04,0.02,0.06,0.08,0.03,0.11
074895-11062017,0.12,0.11,0.06,0.08,0.09,0.17,0.12,0.14
074905-11062017,0.05,0.03,0.07,0.07,0.04,0.05,0.01,0.09
074907-11062017,0.23,0.17,0.15,0.19,0.13,0.13,0.19,0.11
074947-11062017,0.12,0.06,0.11,0.10,0.07,0.01,0.07,0.03
074960-11062017,0.08,0.03,0.02,0.04,0.02,0.09,0.04,0.07
074975-11062017,0.17,0.19,0.14,0.15,0.18,0.25,0.21,0.23
075009-12062017,0.17,0.19,0.14,0.15,0.18,0.25,0.21,0.23
075010-12062017,0.02,0.03,0.05,0.02,0.07,0.09,0.05,0.12
075013-12062017,0.09,0.05,0.09,0.09,0.06,0.02,0.04,0.06
075017-12062017,0.00,0.06,0.08,0.04,0.09,0.10,0.04,0.14
075030-12062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
075039-12062017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
075050-12062017,0.05,0.01,0.06,0.05,0.04,0.05,0.01,0.09
075057-12062017,0.10,0.12,0.08,0.08,0.11,0.18,0.14,0.16
075065-12062017,0.13,0.10,0.05,0.08,0.09,0.16,0.12,0.14
075073-12062017,0.04,0.04,0.03,0.00,0.05,0.10,0.06,0.10
075077-12062017,0.04,0.04,0.03,0.00,0.05,0.10,0.06,0.10
075091-12062017,0.06,0.04,0.08,0.07,0.07,0.08,0.02,0.12
075094-12062017,0.04,0.03,0.04,0.01,0.05,0.09,0.05,0.10
075095-12062017,0.02,0.06,0.08,0.05,0.10,0.11,0.05,0.15
075102-12062017,0.10,0.06,0.03,0.06,0.04,0.12,0.07,0.10
075105-12062017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.08
075130-12062017,0.21,0.15,0.13,0.17,0.11,0.11,0.17,0.06
075135-12062017,0.11,0.05,0.04,0.06,0.01,0.06,0.07,0.04
075137-12062017,0.04,0.02,0.06,0.05,0.06,0.06,0.01,0.11
075146-12062017,0.26,0.20,0.18,0.22,0.16,0.16,0.22,0.11
075160-12062017,0.04,0.02,0.06,0.05,0.05,0.06,0.00,0.10
075170-12062017,0.21,0.15,0.13,0.17,0.12,0.11,0.17,0.07
075172-12062017,0.02,0.05,0.07,0.03,0.09,0.10,0.06,0.14
075174-12062017,0.15,0.17,0.12,0.13,0.16,0.23,0.19,0.21
075186-12062017,0.13,0.16,0.11,0.11,0.14,0.22,0.17,0.19
075188-12062017,0.03,0.02,0.04,0.02,0.06,0.08,0.04,0.11
075210-12062017,0.05,0.02,0.07,0.06,0.05,0.06,0.01,0.10
075211-12062017,0.08,0.05,0.00,0.04,0.03,0.11,0.06,0.08
075216-12062017,0.07,0.05,0.09,0.09,0.06,0.06,0.03,0.11
075225-12062017,0.08,0.10,0.05,0.06,0.09,0.16,0.12,0.14
075229-12062017,0.05,0.01,0.03,0.03,0.05,0.07,0.03,0.10
075238-12062017,0.23,0.17,0.15,0.18,0.13,0.12,0.18,0.08
075243-12062017,0.13,0.16,0.11,0.12,0.14,0.22,0.17,0.19
075249-12062017,0.04,0.02,0.07,0.06,0.05,0.06,0.00,0.10
075273-12062017,0.14,0.09,0.09,0.10,0.05,0.04,0.10,0.00
075298-12062017,0.05,0.02,0.06,0.06,0.04,0.05,0.01,0.09
075300-12062017,0.07,0.05,0.00,0.03,0.04,0.11,0.07,0.09
075315-12062017,0.01,0.05,0.07,0.03,0.08,0.09,0.04,0.13
075317-12062017,0.19,0.13,0.11,0.15,0.09,0.09,0.15,0.07
075321-12062017,0.12,0.06,0.05,0.07,0.02,0.06,0.07,0.03
075326-12062017,0.02,0.07,0.09,0.05,0.10,0.11,0.06,0.15
075344-12062017,0.06,0.03,0.08,0.07,0.05,0.05,0.02,0.09
075371-12062017,0.06,0.03,0.07,0.07,0.04,0.05,0.02,0.09
075387-12062017,0.08,0.06,0.11,0.10,0.07,0.07,0.04,0.11
075398-12062017,0.06,0.02,0.02,0.02,0.03,0.08,0.04,0.08
075408-12062017,0.06,0.02,0.07,0.06,0.03,0.04,0.02,0.08
075414-12062017,0.10,0.04,0.05,0.06,0.01,0.06,0.06,0.05
075418-12062017,0.12,0.09,0.05,0.08,0.08,0.15,0.10,0.13
075420-12062017,0.05,0.02,0.07,0.06,0.04,0.05,0.01,0.09
075457-13062017,0.06,0.02,0.07,0.06,0.03,0.04,0.02,0.08
075463-13062017,0.08,0.02,0.05,0.04,0.01,0.06,0.04,0.06
075494-13062017,0.10,0.07,0.12,0.11,0.09,0.01,0.06,0.04
075495-13062017,0.08,0.03,0.08,0.07,0.05,0.03,0.04,0.07
075505-13062017,0.19,0.13,0.11,0.14,0.09,0.08,0.14,0.04
075517-13062017,0.08,0.02,0.03,0.04,0.01,0.08,0.04,0.06
075539-13062017,0.05,0.03,0.08,0.07,0.07,0.08,0.02,0.12
075544-13062017,0.06,0.03,0.08,0.07,0.04,0.04,0.02,0.09
075545-13062017,0.14,0.08,0.08,0.10,0.05,0.04,0.10,0.01
075567-13062017,0.07,0.04,0.09,0.08,0.06,0.04,0.03,0.08
075571-13062017,0.09,0.11,0.07,0.07,0.10,0.17,0.13,0.15
